000000100,00010100,000001,20,011341,020032,100
000000400,00010100,000008,20,011341,010866,400
000001500,00010100,000032,20,011341,020032,1100
000002800,00010100,000053,20,011341,020032,1300
000004400,00010100,000082,20,011341,010866,1600
000006100,00010100,000116,20,011341,010866,1700
000007800,00010100,000152,20,011341,020105,1700
000009600,00010100,000179,20,011341,010852,1800
000011400,00010100,000209,20,011341,020125,1800
000013200,00010100,000252,20,011341,020125,1800
000015000,00010100,000282,20,011341,020105,1800
000016800,00010100,000314,20,011341,010866,1800
000018600,00010100,000344,20,011341,020105,1800
000020400,00010100,000384,20,011341,020032,1800
000022200,00010100,000413,20,011341,020105,1800
000024000,00010100,000446,20,011341,020032,1800
000025800,00010100,000486,20,011341,020032,1800
000027600,00010100,000521,20,011341,010852,1800
000029400,00010100,000560,20,011341,020032,1800
000031300,00010100,000596,20,011341,020105,1900
000033100,00010100,000625,20,011341,020125,1800
000034900,00010100,000658,20,011341,020105,1800
000036700,00010100,000691,20,011341,020105,1800
000038600,00010100,000731,20,011341,010866,1900
000040400,00010100,000762,20,011341,020105,1800
000042200,00010100,000799,20,011341,010866,1800
000044000,00010100,000836,20,011341,010852,1800
000045900,00010100,000869,20,011341,020032,1900
000047700,00010100,000900,20,011341,020125,1800
000000100,00010100,000001,20,011341,020032,100
000001200,00010100,000016,20,011341,010852,1100
000002500,00010100,000043,20,011341,010866,1300
000004100,00010100,000077,20,011341,020032,1600
000005800,00010100,000107,20,011341,020032,1700
000007500,00010100,000146,20,011341,020105,1700
000009300,00010100,000182,20,011341,010852,1800
000011100,00010100,000220,20,011341,020032,1800
000012900,00010100,000254,20,011341,020032,1800
000014700,00010100,000290,20,011341,020032,1800
000016500,00010100,000325,20,011341,010866,1800
000018300,00010100,000357,20,011341,010866,1800
000020100,00010100,000391,20,011341,010866,1800
000021900,00010100,000423,20,011341,020032,1800
000023700,00010100,000458,20,011341,010852,1800
000025500,00010100,000493,20,011341,020105,1800
000027300,00010100,000528,20,011341,010866,1800
000029100,00010100,000561,20,011341,020125,1800
000031000,00010100,000597,20,011341,010866,1900
000032800,00010100,000633,20,011341,020125,1800
000034600,00010100,000667,20,011341,020125,1800
000036400,00010100,000697,20,011341,020105,1800
000038300,00010100,000734,20,011341,020032,1900
000003700,00010100,000037,20,011341,020032,3700
000006200,00010100,000062,20,011341,020105,2500
000008000,00010100,000081,20,011341,010866,1800
000009400,00010100,000095,20,011341,020125,1400
000011000,00010100,000108,20,011341,010852,1600
000013600,00010100,000130,20,011341,020105,2600
000026900,00010100,000252,20,011341,010852,13300
000028900,00010100,000271,20,011341,020125,2000
000030600,00010100,000295,20,011341,010866,1700
000032400,00010100,000315,20,011341,020125,1800
000034200,00010100,000330,20,011341,020105,1800
000037900,00010100,000368,20,011341,020105,3700
000039800,00010100,000388,20,011341,010852,1900
000049000,00010100,000475,20,011341,010852,9200
000050700,00010100,000496,20,011341,020105,1700
000052300,00010100,000514,20,011341,020105,1600
000054100,00010100,000530,20,011341,020032,1800
000059300,00010100,000572,20,011341,020105,5200
000061200,00010100,000593,20,011341,020125,1900
000002400,00010100,000017,20,011341,020032,2400
000005900,00010100,000051,20,011341,020032,3500
000015800,00010100,000123,20,011341,020105,9900
000017900,00010100,000138,20,011341,010852,2100
000019400,00010100,000148,20,011341,010852,1500
000021000,00010100,000167,20,011341,020125,1600
000022700,00010100,000184,20,011341,020105,1700
000024400,00010100,000201,20,011341,020032,1700
000026500,00010100,000220,20,011341,020105,2100
000028200,00010100,000238,20,011341,020032,1700
000030900,00010100,000263,20,011341,020105,2700
000036700,00010100,000311,20,011341,020125,5800
000041300,00010100,000352,20,011341,010866,4600
000043000,00010100,000371,20,011341,010866,1700
000046100,00010100,000401,20,011341,020105,3100
000047500,00010100,000414,20,011341,010866,1400
000049600,00010100,000427,20,011341,010852,2100
000052300,00010100,000439,20,011341,010852,2700
000053700,00010100,000455,20,011341,020032,1400
000056700,00010100,000486,20,011341,010866,3000
000061500,00010100,000536,20,011341,010852,4800
000063300,00010100,000561,20,011341,020125,1800
000066200,00010100,000585,20,011341,020032,2900
000067700,00010100,000599,20,011341,010852,1500
000074800,00010100,000657,20,011341,020105,7100
000076700,00010100,000676,20,011341,010852,1900
000079800,00010100,000701,20,011341,010866,3100
000082600,00010100,000723,20,011341,020105,2800
000084200,00010100,000739,20,011341,010866,1600
000089300,00010100,000789,20,011341,010852,5100
000099800,00010100,000872,20,011341,020105,10500
000000100,00010100,000000,20,011341,010866,100
000001300,00010100,000020,20,011341,020125,1200
000002800,00010100,000046,20,011341,020125,1500
000004500,00010100,000081,20,011341,020032,1700
000006300,00010100,000119,20,011341,020032,1800
000008800,00010100,000149,20,011341,020125,2500
000012700,00010100,000208,20,011341,020032,3900
000014300,00010100,000232,20,011341,020105,1600
000015900,00010100,000259,20,011341,020105,1600
000018900,00010100,000304,20,011341,020105,3000
000022900,00010100,000382,20,011341,020105,4000
000024400,00010100,000410,20,011341,010852,1500
000025900,00010100,000434,20,011341,010852,1500
000027600,00010100,000463,20,011341,020125,1700
000029400,00010100,000493,20,011341,020105,1800
000031200,00010100,000525,20,011341,020105,1800
000033000,00010100,000553,20,011341,010852,1800
000035100,00010100,000585,20,011341,020105,2100
000036900,00010100,000621,20,011341,010852,1800
000038700,00010100,000650,20,011341,020032,1800
000040500,00010100,000676,20,011341,010852,1800
000046400,00010100,000784,20,011341,020032,5900
000048000,00010100,000812,20,011341,020105,1600
000049600,00010100,000845,20,011341,010852,1600
000051300,00010100,000878,20,011341,020032,1700
000053100,00010100,000906,20,011341,020125,1800
000054900,00010100,000940,20,011341,020125,1800
000056700,00010100,000973,20,011341,010866,1800
000058500,00010100,001009,20,011341,010852,1800
000060400,00010100,001045,20,011341,020105,1900
000062300,00010100,001074,20,011341,010866,1900
